TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3002562,-5.0,282668.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,607.0,561.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3013177,0.0,442736.0,,,1.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Blade V6 Plus Build/MRA58K
3002578,-5.0,78385.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,621.0,394.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3002585,0.0,980093.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,Found,,-420.0,Found,Found,166.0,,542.0,153.0,,,,,,,,Found,Found,Windows 10,edge 14.0,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Windows
3002595,-40.0,263724.0,,,0.0,0.0,,,,,100.0,NotFound,18.0,,New,NotFound,225.0,,266.0,565.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLL-L23 Build/HUAWEIBLL-L23
3002599,-5.0,169335.0,,,0.0,0.0,,,,,100.0,Found,49.0,-480.0,New,NotFound,166.0,,492.0,144.0,,,,,,,,New,NotFound,iOS 9.3.5,mobile safari 9.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3002601,0.0,4810.0,,,1.0,0.0,,,3.0,0.0,98.91000366210938,NotFound,,-300.0,New,NotFound,166.0,,410.0,181.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,960x540,,T,F,T,T,mobile,KYOCERA-C6742A Build/LMY47V
3013233,-20.0,177016.0,,,-10.0,-32.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,18.0,266.0,507.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002634,-5.0,605110.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000237,0.0,128293.0,0.0,0.0,-1.0,-100.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,15.0,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,D5306 Build/19.4.A.0.182
3002661,-5.0,188557.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,565.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,F,T,T,desktop,Trident/7.0
3009874,-5.0,592076.0,1.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002670,0.0,3927.0,0.0,0.0,1.0,0.0,,,3.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,410.0,181.0,,,,,,,,Found,Found,Android 5.1.1,chrome generic,32.0,960x540,match_status:2,T,F,T,T,mobile,KYOCERA-C6742A Build/LMY47V
3002694,-20.0,114484.0,,,40.0,-100.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,13.0,417.0,561.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002696,-5.0,447281.0,,,1.0,-8.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3002732,-5.0,285394.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,firefox 57.0,,,,F,F,T,T,desktop,
3002775,-5.0,363662.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009941,0.0,19026.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,529.0,256.0,,,,,,,,Found,Found,Mac OS X 10_10_5,safari generic,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3002792,0.0,69900.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,T,T,T,desktop,Windows
3002808,-5.0,373801.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002825,0.0,196772.0,,,19.0,-10.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,266.0,469.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,T,T,mobile,
3002829,0.0,483751.0,,,-3.0,-14.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,384.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,T,mobile,Moto E (4) Build/NMA26.42-19
3013477,0.0,417184.0,,,0.0,0.0,,,,,100.0,NotFound,20.0,,New,NotFound,225.0,,153.0,541.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,E2306 Build/26.3.A.1.33
3002879,0.0,169557.0,,,2.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3002898,-5.0,137310.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,other,,,,F,F,T,F,mobile,LG-H420 Build/LRX21Y
3013545,-5.0,338236.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,469.0,,,,,,,,New,NotFound,,opera 49.0,,,,F,F,T,T,desktop,
3002925,0.0,210117.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,315.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,GT-I9060M Build/KTU84P
3002932,0.0,164064.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,607.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3002948,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002949,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002952,-5.0,210785.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002957,0.0,105718.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,firefox,,,,F,T,T,T,desktop,rv:38.0
3002965,-20.0,189061.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,153.0,401.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002983,-5.0,108968.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3003004,-5.0,90583.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-360.0,Found,Found,166.0,,621.0,611.0,,,,,,,,Found,Found,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3003026,0.0,156798.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3013691,-5.0,187878.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,397.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3003073,0.0,188728.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-E500M Build/KTU84P
3003172,-15.0,75604.0,,,,,4.0,-15.0,-8.0,-9.0,90.91000366210938,NotFound,52.0,-360.0,New,NotFound,,,,,724.0,14.0,IP_PROXY:ANONYMOUS,15.0,460.0,142.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1920x1200,,T,F,T,F,desktop,Windows
3003287,-5.0,353816.0,0.0,0.0,3.0,-19.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3010386,-5.0,133862.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3003348,-20.0,309092.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,T,F,T,desktop,Trident/7.0
3003351,-5.0,103236.0,0.0,0.0,10.0,-13.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,197.0,368.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3003358,-90.0,307052.0,0.0,0.0,-4.0,-30.0,,,0.0,0.0,100.0,NotFound,44.0,,Found,Found,225.0,15.0,345.0,507.0,,,,,,,,Found,Found,,mobile safari 11.0,,,,F,F,T,T,mobile,
3003437,-5.0,248135.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 49.0,,,,F,F,T,F,desktop,
3003483,-15.0,88103.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,35.0,-360.0,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,T,T,T,desktop,Trident/7.0
3003485,-5.0,446685.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3003509,-5.0,64057.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3003513,-5.0,50980.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3003521,-5.0,134071.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3000768,0.0,135886.0,0.0,0.0,0.0,-21.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,225.0,,414.0,417.0,,,,,,,,Found,Found,,edge 14.0,,,,F,T,T,T,desktop,Windows
3003535,-5.0,136625.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3003556,-20.0,104120.0,,,0.0,-9.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,325.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3014231,-5.0,101223.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000943,0.0,25973.0,,,5.0,-48.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,410.0,391.0,,,,,,,,New,NotFound,,chrome,,,,F,T,T,T,desktop,
3003771,-5.0,246609.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,325.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3003779,0.0,279459.0,,,-2.0,-100.0,,,,,100.0,NotFound,,,New,NotFound,225.0,13.0,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Moto G Play Build/MPIS24.241-15.3-26
3003839,-5.0,556451.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,266.0,127.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,
3003932,-5.0,521145.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3014538,-5.0,495759.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3001089,-5.0,113405.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,549.0,,,,,,,,New,NotFound,iOS 10.2.0,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3014706,0.0,171076.0,0.0,0.0,1.0,-1.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SGP521
3014670,-5.0,505393.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,Found,NotFound,225.0,,484.0,507.0,,,,,,,,Found,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3004040,-20.0,152265.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,edge 15.0,,,,F,F,T,T,desktop,Windows
3004058,-5.0,81428.0,,,20.0,-25.0,,,1.0,0.0,96.3000030517578,NotFound,52.0,-480.0,New,NotFound,166.0,13.0,410.0,222.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,Trident/7.0
3014611,0.0,85243.0,0.0,0.0,-5.0,-24.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,176.0,507.0,,,,,,,,Found,Found,,chrome 57.0 for android,,,,F,F,T,T,mobile,SM-G531H Build/LMY48B
3014761,-5.0,334251.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 56.0,,,,F,F,T,T,desktop,
3001098,0.0,62695.0,,,0.0,0.0,,,0.0,0.0,97.5199966430664,NotFound,,-300.0,New,NotFound,166.0,,100.0,489.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 62.0,24.0,2560x1600,match_status:2,T,F,T,T,desktop,MacOS
3004197,0.0,338789.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G935F Build/MMB29K
3004240,-5.0,126122.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,607.0,507.0,,,,,,,,New,NotFound,,chrome 46.0 for android,,,,F,F,T,F,mobile,LG-X180g Build/LMY47I
3001176,-100.0,616417.0,,,0.0,-1.0,17.0,-50.0,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,15.0,529.0,549.0,228.0,14.0,IP_PROXY:HIDDEN,11.0,426.0,121.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3001172,-100.0,773938.0,0.0,0.0,0.0,-1.0,18.0,-50.0,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,529.0,549.0,228.0,14.0,IP_PROXY:HIDDEN,11.0,426.0,121.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3004284,-5.0,359377.0,,,0.0,-1.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3004294,-20.0,213950.0,,,0.0,-31.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,android webview 4.0,,,,F,F,F,T,mobile,es-us
3004413,-5.0,130830.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3004458,0.0,318610.0,,,8.0,-30.0,,,,,100.0,NotFound,,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,T,mobile,Moto E (4) Plus Build/NMA26.42-69
3004524,-5.0,216675.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3001393,-5.0,23624.0,,,3.0,-5.0,,,0.0,0.0,95.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,549.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:0,T,F,T,T,desktop,Windows
3004655,-5.0,140041.0,,,0.0,0.0,,,0.0,0.0,95.08000183105467,NotFound,52.0,,New,NotFound,225.0,,266.0,315.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3015389,-5.0,47832.0,0.0,0.0,0.0,-4.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3015495,-5.0,97699.0,-5.0,-5.0,10.0,-35.0,,,-7.0,-7.0,100.0,NotFound,52.0,,Found,Found,225.0,12.0,146.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3008420,0.0,57022.0,,,3.0,-9.0,,,,,100.0,Found,,-300.0,New,NotFound,166.0,12.0,529.0,178.0,,,,,,,,New,NotFound,Windows 10,edge 14.0,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Windows
3015568,-5.0,151812.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,Found,NotFound,225.0,,266.0,401.0,,,,,,,,Found,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3005017,-5.0,248550.0,0.0,0.0,-7.0,-29.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,12.0,384.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3005052,0.0,177679.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,,Found,Found,225.0,,266.0,315.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,7055A Build/KVT49L
3015712,-5.0,311384.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3001633,0.0,67387.0,,,19.0,-5.0,,,,,100.0,NotFound,,-480.0,New,NotFound,166.0,15.0,308.0,222.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3011986,0.0,18605.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,352.0,222.0,,,,,,,,Found,Found,Android,chrome 62.0,32.0,1280x720,match_status:2,T,F,T,T,mobile,
3005111,-5.0,150333.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3005174,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005194,-20.0,343633.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3015841,-5.0,538242.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3005236,-5.0,78662.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3005260,-5.0,189419.0,0.0,0.0,2.0,-7.0,,,0.0,0.0,100.0,Found,49.0,-480.0,Found,Found,166.0,,529.0,222.0,,,,,,,,Found,Found,Mac OS X 10_12_3,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3015897,-5.0,306582.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,507.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,
3001846,-10.0,64306.0,0.0,0.0,0.0,-35.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,166.0,12.0,648.0,214.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
